School Name,Address,Phone number,Details
Sent Miruz Nagraj Primary School,"No. 10, Canal Road, Canal Road, Sachapir Street, Sadar Bazar   Pune - 411001, Maharashtra, India",(020)-26119569,Nursery - Class V Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Sent Philics Primary School,"No. 4, Boat Club Road, Boat Club Road, Sachapir Street, Sadar Bazar   Pune - 411001, Maharashtra, India",(020)-26128693,Nursery - Class X Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Serra International Preschool - Aundh,"Plot No. 1, Ashiyana Park, Opp. Gaikwad Petrol Pump, Aundh, Baner Taluka   Pune - 411030, Maharashtra, India",(020)-266007889,Play - Kindergarten Private School Co-Educational School 
Serra International Preschool - Baner,"Row House #1, Elite Brooklands, Behind Crosswinds, Near DMart, Baner Balewadi   Pune - 411045, Maharashtra, India","8806663039, 8806664039",Play - Kindergarten Private School Co-Educational School 
Serra International Preschool - Bavdhan,"Bunglow No. 10, Ramnadi CHS, Bavdhan   Pune - 411021, Maharashtra, India",9767911144,Play - Kindergarten Private School Co-Educational School 
Serra International Preschool - Kharadi,"Supreme Arcade, Survey No.7, Plot17/18, Near Zensar Technologies, 
Above More Supermarket, Kharadi   Pune - 411014, Maharashtra, India","7719887799, 9623744512",Play - Kindergarten Private School Co-Educational School 
Serra International Preschool - Kothrud,"Plot No. 4, Yashashree Colony, Near Vedant Nagari, D.P. Road, Karvenagar   Pune - 411052, Maharashtra, India",7350074652,Play - Kindergarten Private School Co-Educational School 
Serra International Preschool - Magarpatta City,"Bungalow No. 15, Mulberry Gardens, Near West Gate, Magarpatta City   Pune - 411028, Maharashtra, India","8888838896, 8805960060",Play - Kindergarten Private School Co-Educational School 
Serra International Preschool - NIBM Road,"Bungalow No. 21, Dhunjeebhoy and Sanas Society, Behind BizzBay Mall, Opp. Clover Hills, NIBM Road, Kondhwa   Pune - 411048, Maharashtra, India",9763777778,Play - Kindergarten Private School Co-Educational School 
Serra International Preschool - Pimpri,"Bungalow No. 1, Creative Cameo, Next to MSEB Sub Station, Near Park Street, Rahatani, PCMC   Pune - 411017, Maharashtra, India",8551804343,Play - Kindergarten Private School Co-Educational School 
Serra International Preschool - Sopan Baug,"13, Uday Baug, Near Mitzen, Sopan Baug, Ghorpadi   Pune - 411001, Maharashtra, India",(020)-26711156,Play - Kindergarten Private School Co-Educational School 
Serra International Preschool - Viman Nagar,"Gulmohar Galaxy, Row House No. 1&2, Viman Nagar   Pune - 411014, Maharashtra, India",7038000024,Play - Kindergarten Private School Co-Educational School 
Serra International Preschool - Wakad,"Survey No. 173/1/2/1A, Wakad - Dange Chowk Road, Near Datt Mandir, Next to Orion Hospital, Wakad   Pune - 411057, Maharashtra, India",8888838895,Play - Kindergarten Private School Co-Educational School 
Sevasadan English Medium School,"1410, Patawardhan Baug, Near Dinanath Manegeshkar Hospital, Erandwane   Pune - 411004, Maharashtra, India",9028896417,High Secondary School CBSE Board Private School Co-Educational School Established in 1997 
Seventh Day Adventist,"Salisbury Park, Gultekdi Pune-37   Pune, Maharashtra, India",(020)-24263436,CBSE Board Private School Co-Educational School 
Shankarrao More Vidyalaya and Junior College,"Paud Road, Erandwane   Pune - 411038, Maharashtra, India",(020)-25434002,Class X - Class XII Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School Established in 1968 
Shanti Juniors - Balewadi,"Vardhast Hadst Bunglow, Near Moze College, Adjacent to Arogya Hospital, Balewadi   Pune - 411045, Maharashtra, India",9172948496,Play - Nursery Private School Co-Educational School 
Shanti Juniors - Baner-Balewadi,"Lane 8, Veerbhadranagar, Near Yuthika Apts, Baner-Balewadi   Pune - 411045, Maharashtra, India","7769820009, 7769820006",Play - Nursery Private School Co-Educational School 
Shanti Juniors - Bavdhan,"Sushilla Bungalow No. 2, Trimurti Chowk, Behind Maratha Mandir, Bavdhan   Pune - 411021, Maharashtra, India",9822394925,Play - Nursery Private School Co-Educational School 
Shanti Juniors - Bibewadi,"3A, Nisarg Heights, Kondhwa, Market Yard   Pune - 411037, Maharashtra, India",9823545476,Play - Nursery Private School Co-Educational School 
Shanti Juniors - Chikhali,"Gat No. 1605, Dehu - Alandi Road, Opp. Hotel Vedant, Chikhali   Pune - 412114, Maharashtra, India",8208754864,Play - Nursery Private School Co-Educational School 
Shanti Juniors - Hadapsar,"Ground Floor, Gardenia Co. Housing Society, DSK Toyota Showroom Road, Behind Amanora Town Mall, Hadapsar   Pune - 411028, Maharashtra, India",8600035253,Play - Nursery Private School Co-Educational School 
Shanti Juniors - Kharadi,"S. No. 4/1, Pandhari Nagar, Behind Radisson Hotel   Pune - 411014, Maharashtra, India",8446031487,Play - Nursery Private School Co-Educational School 
Shanti Juniors - Khopoli,"Near PNB Bank, Shastri Nagar, Khopoli, Raigad   Pune - 410203, Maharashtra, India",8048032156,Play - Nursery Private School Co-Educational School 
Shanti Juniors - Kothrud,"""Plot No. 2B 'PRACHITI' Chandragupt Housing Society, Behind Maharaja Complex, Left Bhusari Colony, Paud Road, Kothrud
   Pune - 411038, Maharashtra, India","9922432404, 9922425970",Play - Nursery Private School Co-Educational School 
Shanti Juniors - Koynanagar,"Plot No. 7, Flat No. 01, Sector 19, After Sane Chowk, Chinchwad   Pune - 411021, Maharashtra, India",9922909206,Play - Nursery Private School Co-Educational School 
Shanti Juniors - Moshi,"Plot No. 126, Sector No. 4, Santanagar, Moshi Pradhikaran   Pune - 412105, Maharashtra, India",8983508218,Play - Nursery Private School Co-Educational School 
Shanti Juniors - Pimple Nilakh,"A3, Gokuldham Society, Near Neco Sky Parpk, New DP Road, Vishal Nagar, Pimple Nilakh   Pune - 411027, Maharashtra, India",9967604659,Play - Nursery Private School Co-Educational School 
Shanti Juniors - Pimple Saudagar,"Row House No. 20, Sr. No. 174/1, CTS No. 1387, Sindhu Park Society, In lane of Lotus Hospital, 
Opp. Radhika Electronic, Near Kokane Chowk   Pune - 411027, Maharashtra, India",8446607546,Play - Nursery Private School Co-Educational School 
Shanti Juniors - Vishrantwadi,"B-1, Surya Terrace, Mohanwadi,
Pratiknagar, Yerwada   Pune - 411006, Maharashtra, India","9850858687, 8149293787",Play - Nursery Private School Co-Educational School 
Shanti Juniors - Wagholi,"Row House No. 3, Parth Villa, Baif Road, Wagholi   Pune - 412207, Maharashtra, India",8048032245,Play - Nursery Private School Co-Educational School 
Shanti Juniors - Wakad,"Near Datta Mandir, Dange Chhowk Road, Shankar Kalate Nagar   Pune - 412207, Maharashtra, India",9890676206,Play - Nursery Private School Co-Educational School 
Shanti Juniors - Walhekarwadi Chinchwad,"Plot No. 98, Sector No. 30/32, Near Ganesh Temple, Chintamani Chowk, Walhekarwadi Road, PCNTDA, Chinchwad   Pune - 411057, Maharashtra, India",9503003301,Play - Nursery Private School Co-Educational School 
Shanti Juniors - Wanowrie,"Gurukripa, 12, Sagar Group of Bunglows, behind Big Bazaar, Fatima Nagar   Pune - 411013, Maharashtra, India",9975437675,Play - Nursery Private School Co-Educational School 
Shanu Patel High School,"Girish Society, Plot No. 62, Warje Naka Road, Warje   Pune - 411058, Maharashtra, India",9860309052,High Secondary School CBSE Board Private School Co-Educational School Established in 1986 
Sharada Balak Vihar,"1244, Apte Road, Deccan Gymkhana   Pune - 411004, Maharashtra, India",(020)-25532837Fax : (020) 25531996,Nursery - Class V Private School Girls Only School 
Shaurya Army Preschool,"Khadki   Pune - 411003, Maharashtra, India",(020)-20250212,Play - Nursery Private School Co-Educational School 
Shemford Futuristic School,"Beed Road, Near Govt. Dairy Milk, Jamkhed   Pune, Maharashtra, India","9766610777, 9766610777",Senior Secondary School CBSE Board Private School Co-Educational School 
Shemrock Genius,"Survey No. 261/1, Vishrantwari-Dhanori-Lohegaon Road   Pune - 411032, Maharashtra, India","8208969186, 9028017171",Play - Nursery Private School Co-Educational School 
Shemrock Kashish,"Kashish Park Complex, LBS Marg, Mulund Check Naka, Thane (W)   Pune - 400604, Maharashtra, India","9321188421, 8424063400, 8850245038",Play - Nursery Private School Co-Educational School 
Shemrock Kids Palace,"Shivam Palaza, Shop No. 7-11, Opp. Pappu Society, Ulhas Nagar   Pune - 421003, Maharashtra, India",8421537490,Play - Nursery Private School Co-Educational School 
Shemrock Kids Villa,"129/5C, Gairan Vasti, Manjari Mundwa Road, Near Kumar Bioplant   Pune - 412307, Maharashtra, India",9158022522,Play - Nursery Private School Co-Educational School 
Shemrock Little Bee,"Bunglow No. 6, Sindhu Park, Opp. Radhika Electronics, Pimple Saudagar   Pune - 411027, Maharashtra, India","8007993399, 7798050607",Play School Private School Co-Educational School 
Shemrock Primary Kurla,"White House, B - Wing, Opp. Municiple Bhaji Market, Near Railway Station, Kurla West   Pune - 400070, Maharashtra, India",9820978901,Play - Nursery Private School Co-Educational School 
Sheth Hakamchand Ishwardas Gujarati Primary School,"Prof. J.P. Trivedi Vidya Bhavan, 1433, Kasba Peth   Pune - 411011, Maharashtra, India",(020)-24577291Fax : (020) 24577291,Nursery - Class V Private School Co-Educational School 
Sheth Hakamchand Ishwardas Pre-Primary English Medium School,"Prof. J.P. Trivedi Vidya Bhavan, 1433, Kasba Peth   Pune - 411011, Maharashtra, India",(020)-24577291Fax : (020) 24577291,Play - Nursery Private School Co-Educational School 
Shining Kids,"Bungalow No. 5/595, Mamta Housing Scociety, Opp. Punniya Nagari, Near Aiyappa Temple, Vadgaon Sheri   Pune - 411014, Maharashtra, India","8482830712, 9371074192",Play - Nursery Private School Co-Educational School 
Shining Stars Nursery School,"D2 Commercial Complex, Citadel, B.T. Kawade Road, Ghorpuri   Pune - 411001, Maharashtra, India",(020)-66491013,Play - Nursery Private School Co-Educational School 
Shiny Pearl Preschool,"Plot No. 372, Sector 27, Nigdi   Pune - 400044, Maharashtra, India",-1,Play - Nursery Private School Co-Educational School 
Shivjyoti Palnaghar and Nilkanth Play Group,"Survey No 47/1, Opp. Dwarka Garden Parking Gate, Near Shivajirao Bhosale Bank, Sunita Nagar, Vadgaon Sheri   Pune - 411014, Maharashtra, India",(020)-41536647,Play School Private School Co-Educational School 
Shivneri School,"Khanapur, Narayangao Junnar Road, Talukar Junnar   Pune - 410502, Maharashtra, India",9527672763,Class I - Class XII CBSE Board Private School Co-Educational School 
Shramjivi Primary and Secondary High School,"Sant Tukaram Nagar, Bhosari   Pune - 411039, Maharashtra, India",(020)-32502482,Class V - Class XII Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School Established in 1996 
Shree Vijay Vallabh High School,"Survey No. 111/114/A, Timber Market, Near Swami Samartha Temple, Bhawani Peth, Bhawani Peth   Pune - 411042, Maharashtra, India",(020)-26384139,High Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Shree Vyankateshwara English Medium School,"A/P- Kalamb-Walchandnagar, Tal- Indapur   Pune - 413114, Maharashtra, India",(02118)-254620,Nursery - Class X Private School Co-Educational School 
Shri Chatrapati Shivaji Tantra Madhyamik Shala Kendra,"262, Shhukawar Peth, P.M.C. Shukrawar Peth   Pune - 411002, Maharashtra, India",(022)-24471459Fax : (022) 24473943,Private School Co-Educational School 
Shri G.S.P. English Medium High School,"80, Kasture Chowk, Near UCO Bank, Raviwar Peth   Pune - 411002, Maharashtra, India","(020)-24482419, 24432600",Nursery - Class X Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Shri G.S.P. Mandal's English Medium Primary School,"80, Raviwar Peth   Pune - 411002, Maharashtra, India",(020)-24482419,Primary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Shri Gopal High School,"1347/B, Sadashiv Peth, New Chimna Ganpathi Chowk, Sadashiv Peth   Pune - 411030, Maharashtra, India",(020)-24482007,High Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Shri Shivaji Maratha Jijamata Girl's High School,"425, Shivaji Road, Shukrawar Peth   Pune - 411002, Maharashtra, India",(020)-24470795,High Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Girls Only School 
Shri Shivaji Preparatory Military School,"55/56, Shivajinagar   Pune - 411005, Maharashtra, India","(020)-25533734, 25534874",Class V - Class XII Maharashtra State Board of Secondary and Higher Secondary Education Private School Boys Only School 
Shri Shivchatrapati Primary School,"#59, Sukhsagar Nagar, National Institute of Bank Management   Pune - 411048, Maharashtra, India",(020)-26960090,Primary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Sikkibai Dharmani High School,"Near Sadhu Vaswani Garden   Pune - 411017, Maharashtra, India",(020)-7464829,High Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Silver Crest School,"S.No. 24/5/3, Vishranti Nagar, Hingane Khurd, Sinhagad Road   Pune - 411051, Maharashtra, India",(020)-24345455,Nursery - Class X Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Sindhu Vidya Bhavan,"352, Sindh Society, Sadhu Vaswani Nagar, Aundh   Pune - 411007, Maharashtra, India",(020)-25851816,Nursery - Class X Maharashtra State Board of Secondary and Higher Secondary Education Private School (School for Gifted Children) Co-Educational School 
Singhad Public School,"Lonavala   Pune - 410401, Maharashtra, India","(02114)-673364, 673371Fax : (02114) 673367",Class I - Class XII CBSE Board Private School Co-Educational School 
Sinhagad Spring Dale School,"10/1, Ambegaon   Pune - 411041, Maharashtra, India","(020)-24350288, 24350488, 24357051",Nursery School Private School Co-Educational School 
Sinhagad Springdales Residential Public School,"#44/1, Sinhagad Road, Wadgaon Budruk   Pune - 411041, Maharashtra, India","(020)-24341084, 24350828Fax : (020) 24341573",Class I - Class X CBSE Board Private School Co-Educational School 
Sinhgad City School,"50/1, Tilekar Nagar, Kondhwa Saswad Road   Pune - 411048, Maharashtra, India","8446083010, 8446083011, 8446083013",Nursery - Class X CBSE Board Private School Co-Educational School Established in 2002 
"Sinhgad College of Arts, Science and Commerce - Junior College","S. No. 9/1/5 & 9/2/4, Off. West bypass highway, Singhad Road, Ambegaon(Bk)   Pune - 411041, Maharashtra, India",(020)-24100171,Senior Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Sinhgad Public School,"Lonavala   Pune - 410401, Maharashtra, India","(02114)-304364, 304371Fax : (02114) 304367",Nursery School Private School Co-Educational School 
Sinhgad Spring Dale Public School,"Vadgaon   Pune - 411041, Maharashtra, India","(020)-24357065, 24357066Fax : (020) 24341573",Class I - Class X CBSE Board Private School Co-Educational School 
Sinhgad Springdale Public School,"S. No. 19/15, Smt Khilare Marg, Erandwane   Pune - 411004, Maharashtra, India","(020)-25434302, 25434303, 5434301",Nursery School Private School Co-Educational School 
Sir Visvesvaraya Secondary Convent School,"6 Lotus Court, Pune Satara Road, Satara Road   Pune - 411009, Maharashtra, India",(020)-24228404,High Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Sky Craft Preschool,"Branch 1:- B-15, Kashid Nagar, Near Siddhi Hospital,
Kate Puram Road, Pimple Gurav   Pune - 411061, Maharashtra, India",9545594108,Play - Nursery Private School Co-Educational School 
Sky International Preschool,"S. No. B/6, PCMC Ajmera Complex, Near S.S. Ajmera School, Pimpri   Pune - 411017, Maharashtra, India",9881153771,Play - Nursery Private School Co-Educational School 
SL Raste Prathmik Vidyalaya,"#501, Rasta Peth, Kasba Peth   Pune - 411011, Maharashtra, India",(020)-26137056,Primary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Small Wonder Nursery,"Manjari Road, Hadapsar   Pune - 411028, Maharashtra, India",9850035029,Play - Nursery Private School Co-Educational School 
Smallville Preschool and Daycare,"Plot No. 33, BAIF Road, Behind Savannah Complex, Wagholi   Pune - 412207, Maharashtra, India",8605606534,Play - Nursery Private School Co-Educational School 
Smart Buddies,"Shop No. 112, 113, 114, Sai Nandanvan Complex, Near Dwarka Garden, Old Mundhwa Road, Vadgaon Sheri   Pune - 411014, Maharashtra, India","9766235549, 9325395496",Play School Private School Co-Educational School 
Smart Champs Pre Primary School,"Samarth Park, Sinhgad Road   Pune - 411051, Maharashtra, India",9822845870,Play - Nursery Private School Co-Educational School 
Smartkidz Play School - Ambegaon,"Sr. No. 36, Sinhagad Shrushti, C-wing, First Floor, Ambegaon   Pune - 411046, Maharashtra, India","9960636220, 9881068985",Play - Nursery Private School Co-Educational School 
Smartkidz Play School - B T Kawade Road,"B T Kawade Road, Ghorpadigaon, Near Sicila Housing Society   Pune - 411001, Maharashtra, India","9923234633, 9423072799",Play - Nursery Private School Co-Educational School 
Smartkidz Play School - Chikali Pradhikaran,"RH 10, Sector 16, Raje Shivaji Nagar, Chikli Pradhikaran, Chinchwad   Pune - 411019, Maharashtra, India",9850981246,Play - Nursery Private School Co-Educational School 
Smartkidz Play School - Chinchwad,"Communication Spot, Premraj Chambers, Opp. MIDC Office Telco Road, Chinchwad   Pune - 411019, Maharashtra, India",9822210505,Play - Nursery Private School Co-Educational School 
Smartkidz Play School - Chowdary Park,"Sr. No. 17/1/1, Durga Colony No. 4, Ganeshnagar, Thergaon   Pune - 411033, Maharashtra, India",9960604433,Play - Nursery Private School Co-Educational School 
Smartkidz Play School - Dhanori,"Survey No: 296/3/2, Porwal Road, Lohegaon   Pune - 411032, Maharashtra, India",9822457137,Play - Nursery Private School Co-Educational School 
Smartkidz Play School - Dhayari,"Kondhalkar Property, S.No 40/1, Near Ramleela Bungalow, Ambai Mata Mandir Road, At Post Dhayari, Tal- Haveli   Pune - 411041, Maharashtra, India",7972327277,Play - Nursery Private School Co-Educational School 
Smartkidz Play School - Donje,"Samarth Complex, Donje Chawk, Gorhe BK, Tal-Haveli   Pune - 411028, Maharashtra, India",9604162162,Play - Nursery Private School Co-Educational School 
Smartkidz Play School - Hadapasar,"19, Shubhangi Kunj Bungalow, Natraj Colony, Gondhale Nagar, Hapadasar   Pune - 411028, Maharashtra, India",9657728871,Play - Nursery Private School Co-Educational School 
Smartkidz Play School - Hapadasar,"19, Shubhangi Kunj Bungalow, Natraj Colony, Gondhale Nagar   Pune - 411061, Maharashtra, India",9657728871,Play - Nursery Private School Co-Educational School 
Smartkidz Play School - Kirkatwadi,"Om Siddi Building, Gate No. 115, Maruti Mandir, Nana Nagar, Kirkatwadi   Pune - 411024, Maharashtra, India",8282824554,Play - Nursery Private School Co-Educational School 
Smartkidz Play School - Kothurd,"D-3, BLD No. B-1, Flat No. 2, Indira Shankar Nagar, Paud Road, Kothrud   Pune - 411038, Maharashtra, India",8698918918,Play - Nursery Private School Co-Educational School 
Smartkidz Play School - Manjri,"Sr. No. 71/1C, Haridas Bungalow, Opp. Bharat Petrol Pump, Pune - Solapur Highway, Manjri Budruk   Pune - 412307, Maharashtra, India",7030070202,Play - Nursery Private School Co-Educational School 
Smartkidz Play School - Narhe,"Plot No. 7, Mohor Bunglow, Sumukh Society, Near Bhavani Mata Mandir, Narhe   Pune - 411041, Maharashtra, India","7875415415, 7774049994",Play - Nursery Private School Co-Educational School 
Smartkidz Play School - Pashan,"Plot No. 4/148, Vishwakarma Nagar, Sus Road, Pashan   Pune - 411021, Maharashtra, India",7507954954,Play - Nursery Private School Co-Educational School 
Smartkidz Play School - Paud Road,"D-3, Building No. B-1, Flat No. 2, Indira Shankar Nagar, Paud Road, Kothrud   Pune - 411038, Maharashtra, India",8698918918,Play - Nursery Private School Co-Educational School 
Smartkidz Play School - Pimple Gurav,"Harish Nivas, Sr. No. 91, Krishna Mandir Lane, Near Kalpatru Estate Society, Jawalkar Nagar, Pimple Gurav   Pune - 411061, Maharashtra, India",9730753531,Play - Nursery Private School Co-Educational School 
Smartkidz Play School - Purandar,"Survey No. 69, Tara Dutta Park, Back Side of Tara Dutta Hostel, Saswad, Tq. Purandar   Pune - 412301, Maharashtra, India","9763577074, 9922978127",Play - Nursery Private School Co-Educational School 
Smartkidz Play School - Ravet,"Row House No. 102, ""Golden Bliss Apartment Condominium"", Plot No. 84 (Part), 85 (Part) and 86,
Sector 29, Opposite Royal Shell Society, Ravet, Pradhikaran   Pune - 412101, Maharashtra, India",7775011333,Play - Nursery Private School Co-Educational School 
Smartkidz Play School - Sanghvi,"Dhore Nagar, Lane No. 2, Near Anand Super Market, Old Sanghvi   Pune - 411027, Maharashtra, India","9890031233, 7066330330",Play - Nursery Private School Co-Educational School 
Smartkidz Play School - Satav Nagar,"Sr. No. 63, Satav Nagar, Handewadi Road, Next to Florist County, Hadapsar   Pune - 411028, Maharashtra, India","8459872001, 9689650002",Play - Nursery Private School Co-Educational School 
Smartkidz Play School - Shivane Aahire Gate,"Chandra Smurti Apartment, Aahire Gate, N. D. A. Road, Shivane   Pune - 411023, Maharashtra, India",8805899393,Play - Nursery Private School Co-Educational School 
Smartkidz Play School - Sinhagad Road,"Vittal Sankul, Row House No. 1, S.No. 12/2/2/4, Nimbaj Nagar, Sun City Road, Vadgaon Budruk, Shinhagad Road   Pune - 411041, Maharashtra, India","9823119321, 7030395955",Play - Nursery Private School Co-Educational School 
Smartkidz Play School - Wadgaon Sheri,"H.No. 1457, Sr. No. 48/2, Near Anand Park Bus Stop, Ganesh Nagar, Wadgaon Sheri   Pune - 411014, Maharashtra, India","8087869740, 9766904141",Play - Nursery Private School Co-Educational School 
Smartkidz Play School - Wakad,"Ashirwad Residency, Hotel Annapurna Lane, Vishnu Dev Nagar, Kaspatewasti, Wakad   Pune - 411057, Maharashtra, India","9552154900, 8888850696",Play - Nursery Private School Co-Educational School 
Smartkidz Play School - Wanowrie,"S. No. 65/4/1A/1A, Kedari Nagar, Near Kedari Petrol Pump, Wanowrie   Pune - 411040, Maharashtra, India","8975505773, 8975505779",Play - Nursery Private School Co-Educational School 
Smile Play Group,"Mahlunga Road, Baner   Pune - 411045, Maharashtra, India",9767406565,Play School Private School Co-Educational School 
Smiley Faces School,"Survey No. 4 A2/105, Spring Meadows, Mumbai Bangalore Highway, Ambegaon Budruk   Pune - 411046, Maharashtra, India",9320057223,Play - Nursery Private School Co-Educational School 
Smiley Nursery,"Behind Stella Maris School, Behind Datta Mandir, Vadgaon Sheri   Pune - 411014, Maharashtra, India",9822132100,Play - Nursery Private School Co-Educational School 
Smt. Jadabai English School,"Sukhsagar Nagar, Katraj   Pune - 411046, Maharashtra, India",(020)-26961682,High Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
SNBP International School - Moshi,"Gate No. 90, River Residency, Dehu-Alandi Road, Moshi   Pune, Maharashtra, India","7774059638, 7774059640",Senior Secondary School CBSE Board Private School Co-Educational School 
SNBP International School - Pimpri,"Sant Dnyaneshwar Nagar, Mhada Colony Morwadi, Pimpri   Pune - 412303, Maharashtra, India",(020)-27488628,Nursery - Class XII CBSE Board Private School Co-Educational School Established in 2010 
SNBP International School - Rahatani,"Survey No. 29/2, off Rahatani Pimple Saudagar Road, Near Akashganga Society   Pune - 411017, Maharashtra, India","7770003823, 7770003824",Nursery - Class XII CBSE Board Private School Co-Educational School 
SNBP Junior College - Pimpri,"Sant Dnyaneshwar Nagar, Mhada Colony Morwadi   Pune - 411018, Maharashtra, India","9168628607, 7774059646",Senior Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
SNBP Junior College - Yerwada,"Maharashtra Co-Operative Housing Society, Yerawada   Pune - 411006, Maharashtra, India","(020)-26686162, 26612306",Senior Secondary School Private School Co-Educational School 
SNBP School,"Yerwada   Pune - 411006, Maharashtra, India",(020)-26686162,CBSE Board Private School Co-Educational School 
Snehalaya Education Society,"Wagholi   Pune - 412207, Maharashtra, India","9822580248, 9146532791, 7350562729",Private School (School for Physically Challenged) Co-Educational School 
Sou. Sundarbai Rathi High School and Junior College for Girls,"613/614, Sadashiv Peth, Laxmi Road   Pune - 411030, Maharashtra, India",(020)-24451076,Senior Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Girls Only School 
Span International Academy,"Plot No. 45, Kausar Baug, Kondhwa Khurd   Pune - 411048, Maharashtra, India","9970786733, 9637527035, 9822268460, 9850023687",Nursery - Class VI Private School Co-Educational School Established in 2012 
Sparkles Nursery School,"""Sahas Banglow, Plot No. 24, Yashwant Ghadge Nagar, Behind E sqaure, Range Hills Road, Bhosale Nagar   Pune - 411007, Maharashtra, India",8975003304,Play - Nursery Private School Co-Educational School 
Spectrum School and Day Care,"B.T. Kawade Road, Ghorpuri   Pune - 411001, Maharashtra, India",(020)-26804148,Play - Nursery Private School Co-Educational School 
Spicer Higher Secondary School,"Aundh Road, Ganeshkhind   Pune - 411007, Maharashtra, India",9765403151,Play - Class XII ICSE/ISC Board Private School Co-Educational School 
SPM English School,"1658, Sadashiv Peth, S.P. College Campus   Pune - 411030, Maharashtra, India","(020)-24321988, 24334277",High Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School Established in 1986 
SportyBeans - Aundh,"The Anandban Club, Anand Park, Aundh   Pune - 411007, Maharashtra, India",9823186602,Private School Co-Educational School Established in 2009 
SportyBeans - Balewadi,"Rabindranath Tagore School of Excellence, Mitcon Road, Survey No. 4/1/2, H.No.4 (P), Balewadi   Pune - 411045, Maharashtra, India",9823186602,Private School Co-Educational School 
SportyBeans - Camp,"The Poona Club Ltd., 6, Bund Garden Road, Camp   Pune - 411001, Maharashtra, India",9823186602,Private School Co-Educational School 
SportyBeans - Nimb,"RIMS International School, NIBM Post Office Road, Kondhwa   Pune - 411048, Maharashtra, India",9922135553,Private School Co-Educational School 
SportyBeans - Viman Nagar,"62, Parkland Society, Behind Hyatt Regency Hotel, Viman Nagar   Pune - 411001, Maharashtra, India",9823186602,Private School Co-Educational School Established in 2009 
Spring Valley English Medium School,"140/6, Warje Malwadi
   Pune - 411004, Maharashtra, India",(020)-5294346,High Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Sprog Hub Play School,"Flat No. 4, Wing C, Vrundavan Residency, Plot No. 6-8,
Sector 29, Infront of ISKON Temple, Pradhikaran   Pune - 411044, Maharashtra, India",9960289286,Play School Private School Co-Educational School 
SR Victory Preschool,"Handewadi Chowk, Near Handewadi Chowk, Hadapsar Bypass, Hadapsar   Pune - 411028, Maharashtra, India",9850847920,Play - Nursery Private School Co-Educational School 
SR Victory School - Handewadi,"S.No. 4/A/1/4, Handewadi Chowk, Hadapsar   Pune - 411028, Maharashtra, India",9850847920,Nursery - Kindergarten Private School Co-Educational School 
SR Victory School - Holkarwadi,"S.No. 105/1, Kanifnath Road, Holkarwadi, Hadapsar   Pune - 411028, Maharashtra, India",9552002472,Nursery - Class X Private School Co-Educational School 
SR Victory School - Kalepadal,"Handewadi Chowk, Near Handewadi Chowk, Hadapsar Bypass, Hadapsar   Pune - 411028, Maharashtra, India",9552554704,Nursery - Class X Private School Co-Educational School 
Sri Chaitanya School - Bavdhan,"No. 67/3, Near Crystal Honda Showroom, Mumbai-Pune Highway, Bavdhan

   Pune - 411021, Maharashtra, India","91000245978, 9100068675, 9100274444, 9100264444",Nursery - Class X CBSE Board Private School Co-Educational School 
Sri Chaitanya School - Wagholi,"Konark Orchid, Opposite Satav Enterprises, Beside Seema Warehouse, Kesnand Road, Wagholi



   Pune - 412207, Maharashtra, India","8805989052, 9100284444, 9100294444",Nursery - Class X CBSE Board Private School Co-Educational School 
Sri Sri Academy,"A/P Manjri Farm, Manjri Greens, Phase 4, Row House No. 64,
Pune-Sholapur Highway Road, Taluka-Haveli   Pune - 412307, Maharashtra, India",9422515297,Nursery - Class V ICSE/ISC Board Private School Co-Educational School 
Sri Sri Ravi Shankar Vidya Mandir - Bhugaon,"S.No.84/2, Forest Township, Paranjape Schemes, Matalwadi Road, Near Manas Lake, Bhugaon   Pune - 412315, Maharashtra, India",9860199136,High Secondary School CBSE Board Private School Co-Educational School 
